title,year,metascore,domestic_gross
Lords of Dogtown,(2005),56,"11,008,432"
The Young Victoria,(2009),64,"11,001,272"
The Astronaut Farmer,(2006),55,"10,996,440"
Antitrust,(2001),31,"10,965,209"
Doomsday,(2008),51,"10,955,425"
Stop-Loss,(2008),61,"10,911,750"
Pride and Prejudice and Zombies,(2016),45,"10,907,291"
Dead Man Down,(2013),39,"10,880,926"
Extract,(2009),61,"10,814,185"
Welcome to Marwen,(2018),40,"10,763,520"
The Darkness,(I) (2016),27,"10,732,841"
Abandon,(2002),36,"10,727,683"
The Drop,(2014),69,"10,724,389"
Drive Angry,(2011),44,"10,706,786"
The Gunman,(2015),39,"10,640,645"
Nocturnal Animals,(2016),67,"10,639,114"
Primeval,(2007),35,"10,597,734"
The Beguiled,(2017),77,"10,576,669"
Not Easily Broken,(2009),43,"10,572,742"
Jonah Hex,(2010),33,"10,539,414"
Scoop,(2006),48,"10,525,717"
Greta,(2018),54,"10,519,425"
Sabotage,(2014),41,"10,508,518"
Magic in the Moonlight,(2014),54,"10,506,939"
Getaway,(I) (2013),22,"10,494,494"
Here on Earth,(2000),25,"10,494,147"
Narc,(2002),70,"10,460,089"
Moms' Night Out,(2014),25,"10,429,707"
Raise Your Voice,(2004),33,"10,411,980"
Head Over Heels,(2001),27,"10,397,365"
The Perfect Score,(2004),35,"10,387,706"
Live by Night,(2016),49,"10,377,558"
Pandorum,(2009),28,"10,330,853"
Straw Dogs,(2011),45,"10,324,441"
Shopgirl,(2005),62,"10,281,585"
The Boondock Saints II: All Saints Day,(2009),24,"10,269,307"
House of the Dead,(2003),15,"10,249,719"
Pathfinder,(2007),29,"10,232,081"
The Miracle Season,(2018),44,"10,225,770"
Kinsey,(2004),79,"10,214,647"
Unfinished Business,(I) (2015),32,"10,214,013"
The Best of Enemies,(2019),49,"10,205,616"
Sorority Boys,(2002),25,"10,198,766"
Win Win,(2011),75,"10,179,275"
Facing the Giants,(2006),38,"10,178,331"
Domino,(2005),36,"10,169,202"
The Great Raid,(2005),48,"10,166,502"
The Belko Experiment,(2016),44,"10,164,675"
The Fountain,(2006),51,"10,144,010"
Hoodwinked Too! Hood vs. Evil,(2011),20,"10,143,779"
The Walk,(II) (2015),70,"10,137,502"
Prom,(2011),50,"10,130,219"
In the Mix,(2005),31,"10,105,281"
Possession,(2002),52,"10,103,647"
The Wash,(2001),18,"10,097,096"
Marshall,(2017),66,"10,051,659"
Cry Wolf,(2005),39,"10,047,674"
Next Day Air,(2009),46,"10,017,041"
Lucky Numbers,(2000),31,"10,014,234"
Penelope,(2006),48,"10,011,274"
Bratz,(2007),21,"10,005,534"
Yonkers Joe,(2008),48,"10,000,000"
3 Strikes,(2000),11,"9,821,335"
Blue Valentine,(2010),81,"9,737,892"
Rendition,(2007),55,"9,736,045"
Duplex,(2003),50,"9,692,135"
S1m0ne,(2002),49,"9,680,913"
I Don't Know How She Does It,(2011),38,"9,659,074"
The Perfect Match,(2016),41,"9,658,370"
Hotel Mumbai,(2018),64,"9,651,611"
Digimon: The Movie,(2000),20,"9,628,751"
The Wife,(I) (2017),77,"9,601,092"
The Express,(2008),58,"9,589,875"
Midnight Sun,(2018),38,"9,561,064"
Fair Game,(I) (2010),69,"9,528,092"
Death Sentence,(2007),36,"9,525,276"
Smart People,(2008),57,"9,496,882"
Bullet to the Head,(2012),48,"9,483,821"
Thank You for Your Service,(I) (2017),68,"9,467,000"
Away We Go,(2009),58,"9,451,946"
Sleepover,(2004),33,"9,436,390"
The Visitor,(I) (2007),79,"9,422,422"
Rock Dog,(2016),48,"9,404,922"
Fun Size,(2012),37,"9,402,410"
Black Snake Moan,(2006),52,"9,396,870"
Popstar: Never Stop Never Stopping,(2016),68,"9,393,835"
Dragonball Evolution,(2009),45,"9,353,573"
Hardcore Henry,(2015),51,"9,252,038"
Tully,(2018),75,"9,227,130"
Bernie,(2011),75,"9,203,192"
A Serious Man,(2009),79,"9,190,525"
Traffik,(2018),37,"9,186,156"
You Can Count on Me,(2000),85,"9,180,275"
A Mighty Heart,(2007),74,"9,176,787"
Get Low,(2009),77,"9,176,553"
A Single Man,(2009),77,"9,166,863"
Peeples,(2013),52,"9,123,834"
Superbabies: Baby Geniuses 2,(2004),9,"9,109,322"
Meet the Blacks,(2016),26,"9,093,856"
The Divorce,(2003),51,"9,074,550"
Dark Blue,(2002),57,"9,059,588"
First Daughter,(2004),31,"9,055,010"
The Boy in the Striped Pajamas,(2008),55,"9,030,581"
Transamerica,(2005),66,"9,015,303"
Saved!,(2004),62,"8,940,582"
Brave New Jersey,(2016),45,"8,918,944"
Battle of the Year,(2013),29,"8,888,355"
Everybody's Fine,(2009),47,"8,855,646"
Movie 43,(2013),18,"8,828,771"
The Deep End,(2001),78,"8,821,782"
The Ice Harvest,(2005),62,"8,819,059"
Queen of Katwe,(2016),73,"8,805,918"
Can You Ever Forgive Me?,(2018),87,"8,803,865"
The Seeker: The Dark Is Rising,(2007),38,"8,791,738"
Unfriended: Dark Web,(2018),53,"8,783,985"
Street Fighter: The Legend of Chun-Li,(2009),17,"8,742,261"
Whatever It Takes,(2000),20,"8,735,529"
Suspect Zero,(2004),37,"8,725,813"
My Life in Ruins,(2009),34,"8,662,318"
The Namesake,(2006),82,"8,661,334"
Pollock,(2000),77,"8,596,914"
An Unfinished Life,(2005),49,"8,586,392"
Boat Trip,(2002),18,"8,586,376"
The Lost City of Z,(2016),78,"8,580,410"
Death at a Funeral,(2007),67,"8,579,684"
Ratchet & Clank,(2016),29,"8,549,740"
Serenity,(2019),37,"8,547,045"
Homecoming,(2009),21,"8,500,000"
The Quiet Ones,(2014),41,"8,496,112"
Legends of Oz: Dorothy's Return,(2013),25,"8,462,027"
MacGruber,(2010),43,"8,460,995"
Ghosts of Mars,(2001),35,"8,434,601"
Sex Drive,(2008),49,"8,402,485"
The Importance of Being Earnest,(2002),60,"8,378,141"
Death to Smoochy,(2002),38,"8,355,815"
The Man,(2005),33,"8,326,035"
Tenacious D in The Pick of Destiny,(2006),55,"8,319,186"
Johnny English Reborn,(2011),46,"8,305,970"
Shadow of the Vampire,(2000),71,"8,293,784"
Early Man,(2018),68,"8,267,544"
The Cooler,(2003),69,"8,243,880"
Cadillac Records,(2008),65,"8,195,551"
The Promise,(2005),53,"8,186,236"
The Grand,(2007),57,"8,114,669"
Before Midnight,(2013),94,"8,114,627"
Inherent Vice,(2014),81,"8,110,975"
Bella,(2006),47,"8,108,247"
A Cure for Wellness,(2016),47,"8,106,986"
Code Name: The Cleaner,(2007),33,"8,104,069"
Hoot,(2006),46,"8,080,116"
Delta Farce,(2007),17,"8,074,933"
The Painted Veil,(2006),69,"8,060,487"
Connie and Carla,(2004),44,"8,054,280"
The Death of Stalin,(2017),88,"8,041,828"
Machete Kills,(2013),41,"8,008,161"
Punisher: War Zone,(2008),30,"7,948,159"
Arbitrage,(2012),73,"7,918,283"
Miracle at St. Anna,(2008),37,"7,916,887"
City of Ember,(2008),58,"7,873,007"
Trumbo,(2015),60,"7,857,741"
The Space Between Us,(I) (2017),33,"7,829,766"
The Night Listener,(2006),51,"7,825,820"
Vampire Academy,(2014),31,"7,791,979"
Slither,(2006),69,"7,774,730"
Bad Words,(2013),57,"7,764,027"
In Bruges,(2008),67,"7,757,130"
The Return,(I) (2006),38,"7,749,851"
Being Julia,(2004),65,"7,739,049"
Unsane,(2018),63,"7,732,899"
The Collector,(I) (2009),29,"7,706,394"
Loving,(2016),79,"7,696,098"
The Order,(2003),21,"7,659,747"
Beautiful Boy,(I) (2018),62,"7,649,973"
Mortdecai,(2015),27,"7,605,668"
Promised Land,(2012),55,"7,597,898"
While We're Young,(2014),77,"7,574,066"
Over Her Dead Body,(2008),30,"7,563,670"
El cantante,(2006),46,"7,556,004"
Proof,(2005),64,"7,524,766"
Nothing Like the Holidays,(2008),50,"7,502,429"
I Know Who Killed Me,(2007),16,"7,498,716"
The Curse of the Jade Scorpion,(2001),52,"7,496,522"
The Man Who Wasn't There,(2001),73,"7,494,849"
Martian Child,(2007),48,"7,486,906"
A Good Year,(2006),47,"7,458,269"
Cyrus,(I) (2010),74,"7,455,447"
Taking Woodstock,(2009),55,"7,443,007"
Disconnect,(I) (2012),64,"7,435,950"
I'll See You in My Dreams,(2015),75,"7,425,963"
Doogal,(2006),23,"7,382,993"
Paranoia,(I) (2013),32,"7,376,027"
It Runs in the Family,(2003),44,"7,375,836"
Mid90s,(2018),66,"7,362,439"
The Squid and the Whale,(2005),82,"7,362,100"
Bones,(2001),42,"7,307,756"
The Forsaken,(2001),35,"7,288,451"
Big Trouble,(2002),47,"7,262,288"
Friends with Kids,(2011),55,"7,250,054"
Gold,(I) (2016),49,"7,222,964"
All the King's Men,(2006),37,"7,221,458"
Mulholland Drive,(2001),83,"7,220,243"
The Big Year,(2011),53,"7,204,138"
The Green Inferno,(2013),38,"7,192,291"
American Dreamz,(2006),45,"7,191,830"
The Hoax,(2006),70,"7,156,933"
Beatriz at Dinner,(2017),68,"7,115,854"
Blackhat,(2015),51,"7,097,125"
Before the Devil Knows You're Dead,(2007),84,"7,083,025"
Silence,(I) (2016),79,"7,079,191"
How She Move,(2007),63,"7,070,459"
Quills,(2000),70,"7,060,876"
Phat Girlz,(2006),36,"7,059,537"
Pride,(2007),55,"7,036,608"
Screwed,(2000),7,"7,027,345"
Turistas,(2006),36,"7,025,803"
Kissing Jessica Stein,(2001),72,"7,022,940"
Black Nativity,(2013),48,"7,017,178"
Crossover,(2006),30,"7,009,668"
Bug,(2006),62,"7,006,708"
The Triplets of Belleville,(2003),91,"7,002,255"
An American Carol,(2008),20,"7,001,720"
The Last Time,(2006),38,"7,000,000"
Our Brand Is Crisis,(2015),53,"6,998,324"
Grandma,(2015),77,"6,980,421"
Take Me Home Tonight,(2011),42,"6,923,891"
State and Main,(2000),75,"6,920,692"
Birth of the Dragon,(2016),35,"6,901,965"
Willard,(2003),61,"6,886,089"
Shut In,(I) (2016),25,"6,883,951"
Woman Thou Art Loosed,(2004),55,"6,879,730"
Redline,(2007),24,"6,877,133"
The Brothers Grimsby,(2016),44,"6,864,016"
Cedar Rapids,(2011),70,"6,857,503"
Running Scared,(2006),41,"6,855,137"
The Spectacular Now,(2013),82,"6,851,969"
The Collection,(II) (2012),38,"6,842,058"
Moonlight Mile,(2002),59,"6,835,856"
Dog Days,(I) (2018),47,"6,809,080"
Boy Erased,(2018),69,"6,788,692"
Conviction,(II) (2010),61,"6,783,129"
In the Valley of Elah,(2007),65,"6,777,741"
Thunderbirds,(2004),36,"6,768,055"
Running with Scissors,(2006),52,"6,754,898"
The Young Black Stallion,(2003),51,"6,751,389"
Me and Earl and the Dying Girl,(2015),74,"6,743,776"
Loving Vincent,(2017),62,"6,735,118"
Town & Country,(2001),34,"6,719,973"
Hotel Artemis,(2018),58,"6,708,147"
The Snowman,(2017),23,"6,670,765"
City Island,(2009),66,"6,670,712"
Seeking a Friend for the End of the World,(2012),59,"6,619,173"
The Savages,(2007),85,"6,610,326"
Bride & Prejudice,(2004),55,"6,601,079"
Strange Wilderness,(2008),12,"6,563,357"
I Dreamed of Africa,(2000),33,"6,543,194"
The Rules of Attraction,(2002),50,"6,532,619"
Winter's Bone,(2010),90,"6,531,503"
Maria Full of Grace,(2004),87,"6,517,198"
A-X-L,(2018),29,"6,501,381"
Teacher's Pet,(2004),74,"6,491,350"
The Big Bounce,(2004),42,"6,471,394"
The Young Messiah,(2016),33,"6,462,576"
Run the Race,(2018),35,"6,424,420"
Same Kind of Different as Me,(2017),47,"6,423,605"
Little Boy,(2015),30,"6,420,319"
The Rocker,(2008),53,"6,409,528"
Post Grad,(2009),35,"6,373,693"
It's Kind of a Funny Story,(2010),63,"6,350,058"
Beyond the Sea,(2004),46,"6,318,709"
Southside with You,(2016),74,"6,303,853"
The Jacket,(2005),44,"6,303,762"
What Planet Are You From?,(2000),41,"6,291,602"
One Night at McCool's,(2001),46,"6,290,673"
All Is Lost,(2013),87,"6,263,670"
Ghost World,(2001),88,"6,217,849"
Unbroken: Path to Redemption,(2018),39,"6,216,488"
A Very Long Engagement,(2004),76,"6,167,817"
Lowriders,(2016),57,"6,155,650"
Chasing Papi,(2003),33,"6,126,237"
The Hurricane Heist,(2018),35,"6,115,825"
Impostor,(2001),33,"6,114,237"
The Interview,(II) (2014),52,"6,105,175"
Every Day,(2018),52,"6,102,076"
Grandma's Boy,(2006),33,"6,088,249"
Just Getting Started,(2017),21,"6,069,605"
Gigli,(2003),18,"6,068,735"
The Way of the Gun,(2000),49,"6,055,661"
Megiddo: The Omega Code 2,(2001),35,"6,047,691"
Leave No Trace,(2018),88,"6,046,104"
Deuces Wild,(2002),16,"6,044,618"
Hitchcock,(2012),55,"6,008,677"
American Splendor,(2003),90,"6,003,587"
Chasing Mavericks,(2012),45,"6,002,756"
The Sessions,(2012),79,"6,002,451"
"Run, Fat Boy, Run",(2007),48,"5,998,971"
The Diving Bell and the Butterfly,(2007),92,"5,990,075"
The Loft,(2014),24,"5,981,749"
Lars and the Real Girl,(2007),70,"5,972,884"
Basic Instinct 2,(2006),26,"5,971,336"
Captive State,(2019),54,"5,958,315"
The Florida Project,(2017),92,"5,904,366"
Casa de mi Padre,(2012),52,"5,895,238"
Against the Ropes,(2004),36,"5,884,190"
Captain Fantastic,(2016),72,"5,875,006"
Feel the Noise,(2007),36,"5,867,786"
Real Women Have Curves,(2002),71,"5,844,929"
The Bling Ring,(2013),66,"5,841,046"
The Perfect Holiday,(2007),32,"5,809,663"
All Saints,(2017),63,"5,802,208"
Before Sunset,(2004),90,"5,792,822"
Luther,(2003),47,"5,791,328"
Beginners,(2010),81,"5,790,894"
Suburbicon,(2017),42,"5,775,178"
Victor Frankenstein,(2015),36,"5,775,076"
The Clearing,(2004),60,"5,763,875"
Lucky You,(2007),49,"5,755,286"
A Most Violent Year,(2014),79,"5,740,310"
The Station Agent,(2003),81,"5,739,376"
Closed Circuit,(2013),50,"5,733,310"
God's Not Dead: A Light in Darkness,(2018),33,"5,728,940"
Kin,(I) (2018),35,"5,718,096"
A Dangerous Method,(2011),76,"5,702,083"
RocknRolla,(2008),53,"5,694,401"
Who's Your Caddy?,(2007),18,"5,694,308"
20th Century Women,(2016),83,"5,663,855"
Where the Money Is,(2000),49,"5,658,940"
Underclassman,(2005),19,"5,654,777"
Never Die Alone,(2004),38,"5,644,575"
Paris Can Wait,(2016),48,"5,617,731"
Gloria Bell,(2018),80,"5,611,123"
Cesar Chavez,(2014),51,"5,550,866"
For Your Consideration,(2006),68,"5,542,025"
Aqua Teen Hunger Force Colon Movie Film for Theaters,(2007),54,"5,518,918"
Say It Isn't So,(2001),21,"5,516,708"
A Scanner Darkly,(2006),73,"5,501,616"
Rescue Dawn,(2006),77,"5,490,423"
Stan & Ollie,(2018),75,"5,470,235"
Little Children,(2006),75,"5,463,019"
Monkeybone,(2001),40,"5,411,999"
The Human Stain,(2003),57,"5,381,227"
October Baby,(2011),32,"5,355,847"
Margin Call,(2011),76,"5,354,039"
The Truth About Charlie,(2002),55,"5,350,371"
Danny Collins,(2015),58,"5,348,317"
Made,(2001),62,"5,308,707"
Won't Back Down,(2012),42,"5,308,553"
Whatever Works,(2009),45,"5,306,447"
The Skeleton Twins,(2014),74,"5,283,379"
The In Crowd,(2000),14,"5,217,498"
Bandslam,(2009),66,"5,205,343"
Alone in the Dark,(2005),9,"5,178,569"
Colette,(I) (2018),74,"5,137,622"
The Company You Keep,(2012),57,"5,132,442"
The World's Fastest Indian,(2005),68,"5,128,124"
Grind,(2003),30,"5,111,630"
Gossip,(I) (2000),31,"5,108,820"
Action Point,(2018),36,"5,059,608"
The Mustang,(2019),77,"5,043,620"
Three Burials,(2005),77,"5,023,275"
Beirut,(2018),69,"5,019,226"
Woman on Top,(2000),41,"5,018,450"
Moon,(2009),67,"5,009,677"
Birth,(2004),50,"5,005,883"
Bubble Boy,(2001),41,"5,002,310"
Club Dread,(2004),45,"4,992,159"
Gringo,(2018),46,"4,969,853"
The Sun Is Also a Star,(2019),52,"4,950,029"
The Apparition,(2012),18,"4,930,798"
From Justin to Kelly,(2003),14,"4,922,166"
Birthday Girl,(2001),51,"4,919,896"
Hamlet 2,(2008),54,"4,881,867"
"Paris, je t'aime",(2006),66,"4,857,376"
Bleed for This,(2016),62,"4,847,865"
Hollywood Ending,(2002),46,"4,839,383"
Slackers,(2002),12,"4,814,244"
Incarnate,(2016),30,"4,790,573"
Just Visiting,(2001),38,"4,777,007"
Atlas Shrugged: Part I,(2011),28,"4,752,353"
In the Cut,(2003),46,"4,750,602"
Absolutely Fabulous: The Movie,(2016),59,"4,750,497"
Duets,(2000),40,"4,734,235"
The Other Side of Heaven,(2001),38,"4,720,371"
Samson,(2018),17,"4,719,928"
True Story,(I) (2015),50,"4,715,819"
Hands of Stone,(2016),54,"4,711,736"
90 Minutes in Heaven,(2015),28,"4,700,361"
College,(2008),15,"4,693,919"
Igby Goes Down,(2002),72,"4,681,503"
Let's Go to Prison,(2006),27,"4,613,815"
Love in the Time of Cholera,(2007),43,"4,607,608"
"Lust, Caution",(2007),61,"4,602,512"
The Lookout,(2007),73,"4,600,585"
Thirteen,(2003),70,"4,599,680"
Deception,(I) (2008),31,"4,597,760"
Away from Her,(2006),88,"4,571,521"
Miss March,(2009),7,"4,542,775"
In the Name of the King: A Dungeon Siege Tale,(2007),15,"4,535,117"
Tolkien,(2019),48,"4,523,962"
Kickin' It Old Skool,(2007),18,"4,500,147"
Mindhunters,(2004),33,"4,480,744"
Talk to Me,(2007),69,"4,472,823"
Anonymous,(I) (2011),50,"4,463,292"
Tortilla Soup,(2001),58,"4,447,014"
Persepolis,(2007),90,"4,445,756"
The Company Men,(2010),69,"4,439,063"
Spartan,(2004),60,"4,434,432"
The Way,(I) (2010),64,"4,430,650"
Beyond Borders,(2003),32,"4,426,297"
The Adventures of Pluto Nash,(2002),12,"4,420,080"
Don't Think Twice,(2016),83,"4,417,983"
Dear White People,(2014),79,"4,404,154"
Solitary Man,(2009),69,"4,360,548"
On the Line,(2001),34,"4,356,743"
Gotti,(2018),24,"4,343,227"
The Tao of Steve,(2000),70,"4,340,373"
Blindspotting,(2018),77,"4,333,394"
Keeping Up with the Steins,(2006),57,"4,328,294"
Much Ado About Nothing,(I) (2012),78,"4,327,763"
Enigma,(2001),64,"4,298,329"
Catch a Fire,(2006),62,"4,291,965"
Johnny English Strikes Again,(2018),39,"4,280,890"
Goal! The Dream Begins,(2005),53,"4,280,577"
Glitter,(2001),14,"4,273,372"
The Meddler,(2015),68,"4,265,673"
Van Wilder 2: The Rise of Taj,(2006),21,"4,261,350"
"Jeff, Who Lives at Home",(2011),60,"4,244,155"
Kiss Kiss Bang Bang,(2005),72,"4,243,756"
Flash of Genius,(2008),57,"4,234,040"
The Lunchbox,(2013),76,"4,231,500"
Before Night Falls,(2000),85,"4,221,817"
The Book of Henry,(2017),31,"4,219,536"
Greenberg,(2010),76,"4,216,789"
Stronger,(I) (2017),76,"4,211,129"
Swiss Army Man,(2016),64,"4,208,879"
A Hologram for the King,(2016),58,"4,198,126"
The Water Diviner,(2014),50,"4,190,530"
Lovely & Amazing,(2001),75,"4,186,931"
Dancer in the Dark,(2000),61,"4,184,036"
A Day Without a Mexican,(2004),30,"4,175,179"
Goon,(2011),64,"4,168,144"
Whipped,(2000),10,"4,142,507"
Witless Protection,(2008),17,"4,131,640"
We Have Always Lived in the Castle,(2018),63,"4,113,850"
The Raid: Redemption,(2011),73,"4,105,123"
Life Itself,(2018),21,"4,102,648"
The Hero,(I) (2017),61,"4,077,333"
Denial,(II) (2016),63,"4,072,226"
Frances Ha,(2012),82,"4,063,238"
Secretary,(2002),63,"4,059,680"
Replicas,(2018),19,"4,046,429"
Bottle Shock,(2008),56,"4,040,588"
Please Give,(2010),78,"4,033,268"
Irrational Man,(2015),53,"4,027,764"
My Name Is Khan,(2010),50,"4,018,695"
I'm Not There,(2007),73,"4,017,609"
The Anniversary Party,(2001),56,"4,013,506"
My Old Lady,(2014),52,"4,011,530"
Safety Not Guaranteed,(2012),72,"4,010,957"
King's Ransom,(2005),11,"4,006,906"
Ladrón que roba a ladrón,(2007),61,"4,002,313"
P2,(2007),37,"3,992,339"
Peaceful Warrior,(2006),40,"3,960,414"
Charlie Bartlett,(2007),54,"3,950,294"
Morgan,(2016),48,"3,912,052"
The Assassination of Jesse James by the Coward Robert Ford,(2007),68,"3,904,982"
A United Kingdom,(2016),65,"3,901,302"
Me and You and Everyone We Know,(2005),76,"3,885,134"
The Man Who Knew Infinity,(2015),56,"3,866,794"
Sleight,(2016),62,"3,847,290"
The Door in the Floor,(2004),67,"3,835,551"
Melinda and Melinda,(2004),54,"3,825,351"
Max Steel,(2016),22,"3,818,664"
Benji: Off the Leash!,(2004),49,"3,817,362"
Norman,(2016),75,"3,810,812"
Better Luck Tomorrow,(2002),67,"3,802,390"
To Save a Life,(2009),19,"3,773,863"
The Merchant of Venice,(2004),63,"3,765,585"
Fading Gigolo,(2013),58,"3,763,973"
Anomalisa,(2015),88,"3,759,286"
Default,(I) (2014),34,"3,750,000"
The Cold Light of Day,(2012),22,"3,749,061"
Then She Found Me,(2007),56,"3,735,303"
A Monster Calls,(2016),76,"3,730,982"
China: The Panda Adventure,(2001),49,"3,708,478"
Midnight Special,(2016),76,"3,707,794"
The Secret Lives of Dentists,(2002),76,"3,707,201"
Ben Is Back,(2018),66,"3,703,184"
Sunshine,(2007),64,"3,675,753"
Laurel Canyon,(2002),61,"3,663,356"
Rules Don't Apply,(2016),60,"3,647,836"
Requiem for a Dream,(2000),68,"3,635,482"
Scouts Guide to the Zombie Apocalypse,(2015),32,"3,635,292"
Stay,(I) (2005),41,"3,626,883"
Spare Parts,(I) (2015),50,"3,610,933"
Table 19,(2017),40,"3,606,977"
Phoenix Forgotten,(2017),33,"3,599,570"
We Are Your Friends,(2015),46,"3,590,010"
Wish I Was Here,(2014),43,"3,588,432"
Elegy,(I) (2008),66,"3,581,642"
The Jane Austen Book Club,(2007),61,"3,573,870"
The Runaways,(2010),65,"3,571,735"
Blood and Chocolate,(2007),33,"3,525,161"
The Brothers Bloom,(2008),55,"3,519,627"
The Good Thief,(2002),68,"3,517,797"
Indivisible,(II) (2018),53,"3,511,417"
Feast of Love,(2007),51,"3,504,875"
East Side Sushi,(2014),70,"3,500,000"
The Beach Bum,(2019),55,"3,487,204"
Disobedience,(2017),74,"3,480,702"
First Reformed,(2017),85,"3,448,256"
The To Do List,(2013),61,"3,447,339"
Learning to Drive,(2014),59,"3,446,820"
"Juliet, Naked",(2018),67,"3,444,895"
Miss Sloane,(2016),64,"3,439,171"
The Ultimate Gift,(2006),49,"3,438,735"
Bad Samaritan,(2018),42,"3,435,047"
Price of Glory,(2000),32,"3,434,515"
Malèna,(2000),54,"3,429,045"
Metallica Through the Never,(2013),61,"3,419,967"
Like Crazy,(2011),68,"3,413,908"
Supercon,(2018),9,"3,400,000"
Indignation,(2016),78,"3,399,841"
Fireflies in the Garden,(2008),34,"3,393,161"
Everybody Wants Some!!,(2016),83,"3,369,431"
Maggie's Plan,(2015),76,"3,351,230"
Emperor,(2012),48,"3,345,315"
Harsh Times,(2005),56,"3,337,931"
Atlas Shrugged II: The Strike,(2012),26,"3,333,823"
What We Do in the Shadows,(2014),76,"3,333,000"
Robot & Frank,(2012),67,"3,325,638"
Veronica Mars,(2014),62,"3,319,109"
Last Ounce of Courage,(2012),11,"3,310,439"
Stand Up Guys,(2012),41,"3,301,046"
Art School Confidential,(2006),54,"3,296,916"
Pootie Tang,(2001),31,"3,293,258"
Thirteen Conversations About One Thing,(2001),74,"3,288,164"
Things We Lost in the Fire,(2007),63,"3,287,315"
The Fifth Estate,(2013),49,"3,254,172"
You Will Meet a Tall Dark Stranger,(2010),51,"3,247,816"
Sing Street,(2016),79,"3,237,118"
Green Room,(2015),79,"3,219,029"
The Cat's Meow,(2001),63,"3,209,481"
Anything Else,(2003),43,"3,203,044"
7 Days in Entebbe,(2018),49,"3,189,220"
The Skin I Live In,(2011),70,"3,185,812"
Resurrecting the Champ,(2007),55,"3,172,573"
Two Lovers,(2008),74,"3,148,482"
The Sisters Brothers,(2018),78,"3,143,056"
Sgt. Stubby: An American Hero,(2018),57,"3,140,677"
Rosewater,(2014),67,"3,128,941"
Obvious Child,(2014),76,"3,122,616"
Boynton Beach Club,(2005),61,"3,115,393"
Supercross,(2005),26,"3,101,301"
Soul Survivors,(2001),20,"3,100,650"
Celeste & Jesse Forever,(2012),59,"3,094,687"
The Ex,(2006),32,"3,091,922"
"Synecdoche, New York",(2008),67,"3,081,925"
Chloe,(2009),48,"3,074,838"
Sunshine State,(2002),69,"3,064,356"
Beautiful,(2000),23,"3,060,963"
Illegal Tender,(2007),40,"3,054,430"
The Band's Visit,(2007),80,"3,053,823"
Passage to Mars,(2016),43,"3,053,000"
Songcatcher,(2000),63,"3,050,934"
Paid in Full,(2002),49,"3,042,188"
The House of Mirth,(2000),78,"3,041,803"
The Golden Bowl,(2000),62,"3,037,579"
The Guru,(2002),47,"3,034,181"
Hedwig and the Angry Inch,(2001),85,"3,029,081"
Ingrid Goes West,(2017),71,"3,024,308"
Colossal,(2016),70,"3,021,345"
G,(2002),42,"3,020,784"
From Prada to Nada,(2011),39,"3,016,244"
Albert Nobbs,(2011),57,"3,014,696"
The End of the Tour,(2015),82,"2,993,669"
The Other Side of the Door,(2016),41,"2,987,063"
Rock the Kasbah,(2015),29,"2,982,281"
Martha Marcy May Marlene,(2011),75,"2,981,638"
Miss Potter,(2006),57,"2,975,649"
Before I Go to Sleep,(2014),41,"2,963,012"
In a World...,(2013),79,"2,962,542"
Isn't She Great,(2000),34,"2,962,465"
Anthropoid,(2016),59,"2,959,288"
Gracie,(2007),52,"2,955,039"
Up at the Villa,(2000),57,"2,927,319"
Choke,(2008),47,"2,926,565"
Waking Life,(2001),82,"2,892,011"
Tadpole,(2002),71,"2,882,062"
American Animals,(2018),68,"2,856,954"
Letters to God,(2010),31,"2,848,578"
God Bless the Broken Road,(2018),31,"2,846,257"
Filly Brown,(2012),57,"2,833,383"
Clifford's Really Big Movie,(2004),49,"2,831,130"
Thoroughbreds,(2017),75,"2,830,775"
The Identical,(2014),25,"2,817,092"
La mujer de mi hermano,(2005),41,"2,804,642"
Saving Christmas,(2014),18,"2,783,970"
The Pyramid,(2014),24,"2,756,333"
The Good Lie,(2014),65,"2,716,989"
Everything Must Go,(2010),65,"2,711,210"
The Way Back,(I) (2010),66,"2,701,859"
Half Nelson,(2006),85,"2,694,973"
Bobby Jones: Stroke of Genius,(2004),45,"2,694,071"
Junebug,(2005),80,"2,678,691"
My Cousin Rachel,(2017),63,"2,676,077"
Chi-Raq,(2015),77,"2,647,377"
God's Army,(2000),38,"2,637,726"
Captivity,(2007),24,"2,626,800"
The Raid 2,(2014),71,"2,625,803"
Miles Ahead,(2015),64,"2,610,719"
Under the Skin,(I) (2013),78,"2,605,039"
Girl in Progress,(2012),45,"2,594,878"
Captive,(II) (2015),36,"2,557,668"
Carnage,(2011),61,"2,547,047"
Truth,(2015),66,"2,541,554"
Ruby Sparks,(2012),67,"2,540,106"
Sin Nombre,(2009),77,"2,534,351"
Pieces of April,(2003),70,"2,528,664"
You Were Never Really Here,(2017),84,"2,523,610"
Ra.One,(2011),60,"2,511,689"
Frozen River,(2008),82,"2,508,841"
Grace Unplugged,(2013),39,"2,507,106"
Full Frontal,(2002),45,"2,506,446"
The Lost City,(2005),47,"2,483,955"
My One and Only,(2009),62,"2,475,970"
Suspiria,(I) (2018),64,"2,474,044"
LBJ,(2016),54,"2,470,979"
Mistress America,(2015),75,"2,461,121"
Kill the Messenger,(2014),60,"2,450,846"
Pawn Sacrifice,(2014),65,"2,436,062"
